LAKENAME,Year,NTL,PTL,Tot_Sdep,OmWs,AgKffactWs,Depth
Grass Lake,2012,3.191451014,2.618048097,0.430917825,0.400354651,0.073809367,0.19266036
Cavanaugh Lake,2012,3.43949059,2.40654018,0.397740019,0.295769678,0.076844095,0.141673694
Unnamed,2012,3.319314304,1.949390007,0.478187,0.178515102,0.00073928,0.049218023
Cottonwood Lake,2012,3.3818368,2.439332694,0.534648739,0.369824713,0.066157603,0.419129308
Devils Lake,2012,3.236033147,2.517195898,0.40553402,0.316542046,0.086914968,0.611819829
Buffalo Lodge Lake,2012,3.208441356,1.954242509,0.561199038,0.299652734,0.073119345,0.199572355
Camp Lake,2012,3.494988974,2,0.44633783,0.311386483,0.01319824,-0.096910013
Doyles Lake,2012,3.831805809,2.781036939,0.460962189,0.297182692,0.029443891,-0.22184875
Unnamed,2012,3.451939869,2.247973266,0.475606982,0.237345606,0.037655884,0.22184875
Douglas Lake,2012,3.291590826,2.309630167,0.588119718,0.410131395,0.07044553,-0.22184875
Alkaline Lake,2012,3.278982117,2.170261715,0.483974755,0.300617182,0.027731971,0.408663874
Unnamed,2012,3.227886705,1.698970004,0.462671371,0.149219113,0,-0.079181246
Alkaline Lake,2012,3.194514342,2.187520721,0.50034358,0.298482927,0.031512752,-0.251811973
McDowell Dam,2012,3.178976947,1.851258349,0.634371012,0.32612522,0.065427441,0.614225898
Waterloo Lake,2012,0,0,0.41195606,0.298012511,0.086923767,0
Unnamed,2012,3.433929766,2.36361198,0.454032811,0.3346506,0.057808473,0.301029996
Unnamed,2012,3.399500661,2.924795996,0.495817038,0.318971844,0.049535156,-0.115393419
Unnamed,2012,0,0,0.440671678,0.280683857,0.032489633,0
Unnamed,2012,3.489817908,2.876217841,0.551234502,0.386610991,0.089620272,-0.22184875
Long Lake,2012,3.565965817,2.924279286,0.492798162,0.309949098,0.03064523,-0.204119983
Lake Tschida,2012,3.057285644,1.568201724,0.391366893,0.408195795,0.064470037,0.845827334
Unnamed,2012,3.368658712,2.481442629,0.442756256,0.318892212,0.033472802,0.280179857
Unnamed,2012,3.426348574,2.120573931,0.616333395,0.329166387,0.039771778,0.079181246
Unnamed,2012,3.137986733,1.963787827,0.457815455,0.334453751,0.015281757,0.041392685
Unnamed,2012,3.430397591,2.11058971,0.524120788,0.149219113,0.018929742,0
Unnamed,2012,3.792461731,3.098643726,0.471718561,0.230448921,0.002476041,0.213074825
Unnamed,2012,3.494988974,2.436162647,0.573108776,0.430377049,0.031797606,0.029963223
Unnamed,2012,3.709269961,3.555215405,0.639224277,0.336459734,0.01967818,-0.26760624
Unnamed,2012,3.555215405,2.636487896,0.483633152,0.232388358,0.010240646,0.264227348
Unnamed,2012,3.29710365,1.73239376,0.492556035,0.26550195,0.03911486,0.049218023
Wright Lake,2012,3.292034436,1.949390007,0.424717974,0.391162832,0.046615657,0.096910013
Unnamed,2012,3.290924559,2.1430148,0.348534228,0.207063179,0,-0.079181246
Unnamed,2012,3.528145078,2.523746467,0.487343022,0.245194971,0.04012988,0.310237997
Fisher Lake,2012,3.577031986,2.509202522,0.554236099,0.344459966,0.045465425,0.199572355
Meander Lake,2012,3.433609843,2.50242712,0.472709659,0.26328649,0,0.034762106
Unnamed,2012,3.262925469,1.913813852,0.467968636,0.308743628,0.03762577,0.01822482
Gravel Lake,2012,2.978180517,1.716003344,0.475206648,0.149219113,0.015699192,0.500602351
Shirley Lake,2012,3.077367905,1.838849091,0.446344881,0.330955939,0.080704498,-0.425968732
Rice Lake,2012,3.02325246,1.643452676,0.587597862,0.296444922,0.05220633,0.671437334
Unnamed,2012,3.679609572,2.556302501,0.410693529,0.281033367,0.015659104,-0.560667306
Fischer Lake,2012,3.522965595,2.447158031,0.485907926,0.255779507,0.021909514,0
Upper Des Lacs Lake,2012,3.758836225,2.77815125,0.823847572,0.318803562,0.080428896,0.012234456
Long Alakline Lake,2012,3.279210513,1.963787827,0.530014708,0.272196584,0.015900979,0.150537155
Unnamed,2012,3.273232834,1.897627091,0.474496639,0.149219113,0,-0.236572006
Unnamed,2012,3.400710637,1.792391689,0.487011177,0.334453751,0.059653159,-0.106053392
Jensen Lake,2012,3.624694531,1.832508913,0.54882392,0.336459734,0.089383613,-0.22184875
LAKE GEORGE,2012,3.379486814,1.851258349,0.489524014,0.262519121,0.017947869,1.16183574
LAKE WILLIAMS,2012,3.0923697,1.995635195,0.48225349,0.253732103,0.027812828,0.492915522
Harlan County Lake,2012,2.965671971,2.342422681,0.311021666,0.188123953,0.061647875,0.65880608
McKeel Lake,2012,3.889357737,2.698100546,0.314408484,0.173186268,0,-0.283996656
Hugh Butler Lake,2012,3.02489596,2.492760389,0.421506564,0.162992699,0.041360703,0.255272505
Ericson Reservoir,2012,3.36267093,2.376576957,0.424496639,0.131406714,0.002403973,0.012234456
East Twin Lake,2012,3.563955465,2.654176542,0.314919842,0.173186268,0.00012011,0.029963223
Wildwood Lake,2012,3.280122896,2.161368002,0.53505114,0.459961367,0.061494612,0.01822482
Smith Lake,2012,3.648457594,2.444044796,0.213622758,0.150933529,0,-0.560667306
Rat Lake,2012,3.794209116,2.828659897,0.311455694,0.157852184,0,-0.283996656
Lake Maloney,2012,2.859738566,1.77815125,0.407446311,0.093721339,0.00221075,0.408663874
Cedar Creek Reservoir 9-A,2012,3.619510721,3.146128036,0.545203176,0.216378219,0.11391633,-0.425968732
Winters Creek Lake,2012,2.923761961,2.149219113,0.200449422,0.220774272,0.008114102,-0.08795517
Shell Lake,2012,3.280122896,2.11058971,0.253909537,0.163129512,0.004438727,-0.455931956
Clear Lake,2012,3.748265573,2.42975228,0.417087214,0.171611883,0,-0.079181246
Sherman Reservoir,2012,2.519827994,2.383815366,0.379560066,0.094720687,0.01874381,0.661181443
Middle Marsh Lake,2012,3.928190948,2.574031268,0.315280379,0.13914982,0.000174004,-0.283996656
Tumble Lake,2012,3.958516103,2.658964843,0.314443229,0.173186268,0,-0.425968732
Floyd Lake,2012,4.240574207,2.753583059,0.214296568,0.153131446,0.000928945,-0.77815125
Woodcliff Lake,2012,3.324282455,2.354108439,0.577220587,0.053542249,0.002707564,-0.15490196
Goose Lake,2012,3.301029996,1.986771734,0.413481913,0.141357131,0.001069676,-0.522878745
Unnamed,2012,4.71023587,3.560743301,0.210518758,0.130333768,0,-0.77815125
Olive Creek Lake,2012,3.545801757,2.941511433,0.565923818,0.311920902,0.081867603,-0.079181246
Flowing Well Lake,2012,4.109780968,3.063333359,0.269714011,0.113943352,0,-0.77815125
West lake,2012,2.840106094,1.681241237,0.54899223,0.1430148,0.011652564,1.001884144
Big Indian Creek Reservoir 14-B,2012,3.379668034,2.843855423,0.506307453,0.305918905,0.106908032,0.029963223
Lake Minatare,2012,2.790285164,1.913813852,0.205794902,0.172413403,0.006080267,0.492915522
Unnamed,2012,2.954724791,2.021189299,0.337638929,0.226323666,0,0
Conestoga Lake,2012,3.604873771,2.505149978,0.510195218,0.348770452,0.03631125,0.079181246
Middle Danforth,2012,2.164352856,1.361727836,0.570556777,0.521474691,0.001545861,0.441956838
Little Greenough Pond,2012,2.589949601,1.322219295,0.583241039,0.331798187,0,0.048108713
Winnisquam Lake,2012,2.127104798,0.84509804,0.560672391,0.439398669,0.00227016,0.467713786
Highland Lake,2012,2.354108439,1.278753601,0.597903875,0.529422818,0.001056705,0.602059991
Sip Pond,2012,2.618048097,1.447158031,0.612179685,0.877946952,0.002285157,0
Deep Hole Pond,2012,2.654176542,1.278753601,0.558649508,0.498930854,0.015500569,-0.080050705
Brindle Pond,2012,2.426511261,1.447158031,0.556537787,0.253286609,0.007668065,0.12303453
Spoonwood Pond,2012,2.100370545,0.903089987,0.621176128,0.618048097,0.000439714,0.882239848
Spaulding Pond,2012,2.380211242,1.146128036,0.564079306,0.568935705,0.003223894,0.39938525
Mill Pond,2012,2.204119983,1.204119983,0.62616066,0.617818566,0.000367836,0.240776093
Morgan Pond,2012,0,0,0.549467611,0.50942416,0,0
Duck Pond,2012,2.396199347,1.113943352,0.568764755,0.741151599,0.000471478,0.292256071
WILLARD POND,2012,2.260071388,1.176091259,0.606227338,0.618048097,0,0.877731189
Lake Tranquility,2012,2.773786445,1.698970004,0.745167138,0.80084731,0.020576286,0.100900496
Mount Hope Lake,2012,2.918554531,2.201397124,0.729989509,0.527629901,0,-0.08795517
Mirror Lake,2012,2.602059991,1.602059991,0.752263749,0.559928774,0.002312831,0.180890142
Bearfort Waters,2012,2.630427875,1.113943352,0.738525877,0.160873435,0,-0.455931956
Lake Washington,2012,3.001733713,1.944482672,0.688022725,0.513493391,0.000142521,0.217483944
Panorama Lake,2012,2.668385917,1.698970004,0.706603536,0.527629901,0,0.033423755
Lake Stockwell-19,2012,2.883093359,1.397940009,0.732773684,0.3939042,0.003315619,-0.115393419
George Lake,2012,2.838219222,1.591064607,0.743208773,0.164352856,0.023226331,0.199572355
Maple Lake,2012,2.496929648,0.903089987,0.730723619,0.303281723,0.002061568,-0.330993219
SURPRISE LAKE,2012,2.669316881,1.414973348,0.719499297,0.1430148,0,0.100370545
Santa Cruz Reservoir,2012,2.257678575,1.491361694,0.34721285,0.05976023,7.7914E-05,0.910364772
Lake Isabel,2012,3.13001195,1.892094603,0.214501731,0.083154559,0,-0.283996656
Adams Lake,2012,3.053078443,1.414973348,0.333074495,0.06069784,0,0.585729227
Ute Reservoir,2012,2.704150517,1.397940009,0.262571681,0.15630768,0.000806742,0.814996308
Throttle Reservoir,2012,3.090610708,2.365487985,0.249655037,0.184821099,6.44987E-05,0.079181246
Twin Lakes,2012,3.177247836,1.72427587,0.345780967,0.149219113,0,-0.22184875
Farmington Lake,2012,2.113943352,1.255272505,0.230798025,0.096199848,0,0.904231366
Bowl Lake,2012,2.485721426,2.184691431,0.391380825,0.216068333,0,0.550228353
Bolack,2012,2.973127854,2.204119983,0.239735834,0.084682614,0.013655956,-0.236572006
Upper Charette Lake,2012,3.179551791,2.409933123,0.247689901,0.177204942,0,-0.77815125
Storrie Lake,2012,2.786751422,2.33243846,0.251639254,0.157354056,7.26807E-05,0.071882007
Middle Fork Lake,2012,2.33243846,1.230448921,0.392793292,0.053078443,0,-0.079181246
Mundo Lake,2012,2.797267541,1.755874856,0.25666154,0.290522632,0,0.404406051
Big Spring Reservoir,2012,3.026124517,2.641474111,0.140755454,0.366082261,0,-0.77815125
Echo Canyon Reservoir,2012,2.810232518,2.1430148,0.280389846,0.278017643,0.001144252,-0.124938737
Dacey Reservoir,2012,2.666517981,1.447158031,0.224537167,0.181574231,0.000550615,-0.22184875
Rye Patch Reservoir,2012,2.758911892,2.100370545,0.205379754,0.246080582,0.004264624,0.372093351
Willow Creek Reservoir,2012,2.591064607,2.392696953,0.223578483,0.35577411,0.000258319,0.322219295
S Line Reservoir,2012,2.770115295,2.240549248,0.091232202,0.093697991,0.005559583,-0.522878745
Pyramid Lake,2012,2.783188691,1.924279286,0.249508429,0.306096298,0.000596754,0.978864984
Bilk Creek Reservoir,2012,2.7084209,2.037426498,0.215407993,0.332642947,0,-0.027583522
Sunflower Reservoir,2012,2.758911892,1.643452676,0.271462469,0.349515389,0,-0.106053392
Josephine Reservoir,2012,0,0,0.213205264,0.252814526,0.000183034,0
Wall Canyon Reservoir,2012,2.546542663,2.36361198,0.145419376,0.344825847,0,0.417056299
Paradise Pond (City of Reno pond),2012,3.042969073,2.139879086,0.367658145,0.221353235,0,0.15490196
Groves Lake,2012,2.315970345,1.322219295,0.271617782,0.130333768,0,-0.37161107
Rawhide Reservoir,2012,0,0,0.305076598,0.368471176,0.00126284,0
Reed Reservoir,2012,2.927370363,2.178976947,0.215985917,0.341548545,0,-0.425968732
Onion Valley Reservoir,2012,2.619093331,1.949390007,0.179578471,0.313673367,0,0.328088228
LAMOILLE LAKE,2012,1.880813592,1.113943352,0.39308097,0.371067862,0,0.22184875
Keuka Lake,2012,2.340444115,1.041392685,0.716403402,0.488757701,0.043153659,1.26300913
Riga Lake,2012,2.049218023,0.698970004,0.665571519,0.281033367,0,0.565257343
Clamshell Pond,2012,2.396199347,1.176091259,0.583183923,0.463892989,0,0.485090184
East Pine Pond,2012,0,0,0.643442669,1.330723263,0,0
Unnamed,2012,2.841984805,2.096910013,0.700416224,0.181584815,0.001695945,-0.22184875
Mud Pond,2012,2.686636269,1.431363764,0.612635324,0.436256803,0,0.330993219
Burge Pond,2012,2.507855872,1.079181246,0.578026581,0.302276954,0,0.371067862
Brown Lake,2012,2.630427875,1.113943352,0.710168599,0.463892989,0,0.330993219
Van Keuren Lake,2012,2.687528961,1.531478917,0.739927361,0.444825914,0.038564436,0.199572355
NY-R02,2012,2.352182518,1.113943352,0.590868787,0.348035079,0,0.821731822
TROUT POND,2012,2.401400541,1,0.568509789,0.305351369,0,0.814996308
NY-R04,2012,3.104487111,2.136720567,0.593006681,0.315970345,0,-0.477121255
BULLHEAD POND,2012,2.532754379,1.380211242,0.619166934,0.275972458,0,0.22184875
NY-R07,2012,3.257438567,2.247973266,0.744191793,0.521138084,0.015359755,-0.574031268
NY-R11,2012,2.149219113,1,0.628220389,0.244956444,0,0.610853656
Delaware Reservoir,2012,3.122870923,2.204119983,0.884951769,0.365128782,0.105295566,0.064457989
Lake Loramie,2012,3.328379603,2.758154622,0.852737371,0.485305269,0.111850432,-0.632023215
Belmont Lake,2012,2.549003262,1.255272505,0.993202118,0.149219113,0.064067438,0.606967326
Holiday Lake,2012,3.088844563,1.949390007,0.893609717,0.14603667,0.079588963,0.310237997
Indian Lake,2012,3.133858125,2.1430148,0.88131107,0.376539699,0.100992149,-0.37161107
Caldwell Lake,2012,2.652246341,1.342422681,1.026780496,0.244185292,0.041599862,0.516114517
Mogadore Reservoir,2012,3.290034611,2.11058971,0.965687962,0.577486306,0.066078184,0.295067049
Beaver Creek Upground Reservoir,2012,2.716837723,1.431363764,0.919431791,0.269579651,0.03488357,0.549003262
Vandergrift Lake,2012,3.250175948,2.217483944,0.951302102,0.150275797,0.047324294,0.118099312
Durbin Run,2012,2.371067862,1,0.911824515,0.25742348,0.027519419,0.45484486
Killdeer Upground Reservoir,2012,2.176091259,0.77815125,0.865651588,0.503518313,0.078812081,0.302475237
Mystic Lake,2012,3.169086357,2.041392685,0.891355505,0.184856217,0.099707739,0.204119983
Jackson City Reservoir,2012,2.320146286,0.954242509,0.89796478,0.230377204,0.033240791,0.744292983
Swift Run Lake,2012,3.144885418,2.462397998,0.871364493,0.510462128,0.104782263,0.01822482
Spencer Lake,2012,3.438700533,2.269512944,0.954689512,0.428115292,0.049493555,-0.079181246
Summit Lake,2012,2.927370363,1.62324929,1.016789542,0.84509804,0,0.745966567
CRYSTAL LAKE,2012,2.649334859,1.041392685,0.971919054,0.622214023,0.009107762,0.489802286
LAKE KELSO,2012,2.663700925,1.361727836,1.037881913,0.103803721,0.006611885,0.199572355
Lake Konawa,2012,3.079543007,1.69019608,0.633814992,0.112562852,0.019252305,0.527304211
Fort Cobb Reservoir,2012,3.326540669,2.11058971,0.515236063,0.185739241,0.066597655,0.316269962
Keystone Reservoir,2012,3.117602692,2.025305865,0.384859645,0.213768142,0.042653413,0.878266403
Lake Overholser,2012,3.045714059,2.537819095,0.402489766,0.159636703,0.040298699,-0.22184875
Canton Lake,2012,2.98721923,1.857332496,0.394734658,0.152387202,0.038785346,0.079181246
Tenkiller Ferry Lake,2012,2.7930916,0.77815125,0.596031471,0.215991204,0.065329697,0.655618584
Okemah Lake,2012,2.748962861,0.77815125,0.615278641,0.218720309,0.031356706,0.408663874
Bluestem Lake,2012,2.839478047,1.491361694,0.572593926,0.296157849,0.001838588,0.316269962
Lake Rolla,2012,3.51600623,2.691081492,0.569761905,0.31386722,0.093151745,-0.425968732
Lake Hobart,2012,3.23325001,2.281033367,0.490308753,0.165157639,0.073144834,-0.22184875
Jean Neustadt,2012,3.072249898,1.255272505,0.589102887,0.371525341,0.043405046,0.550228353
Hudson Lake,2012,2.813580989,1.491361694,0.571482603,0.20525475,0.010636673,0.408663874
Cushing Lake,2012,3.037824751,2.079181246,0.571094618,0.285340651,0.029083563,0.010723865
Dave Boyer Lake,2012,3.021602716,1.832508913,0.520362332,0.363664991,0.030586873,-0.170696227
Rush Creek,2012,2.940018155,0.77815125,0.60071177,0.265554482,0.005616133,-0.22184875
Lower Black Bear Creek,2012,3.340642378,2.155336037,0.516487913,0.345328013,0.021627546,-0.425968732
Hulah Lake,2012,2.978180517,1.944482672,0.558466838,0.389369793,0.024203637,0.194976603
Lake Henryetta,2012,3.212453961,2.178976947,0.666501105,0.24656394,0.037250859,0.408663874
Unnamed (OK 123016),2012,3.110926242,1.51851394,0.642945496,0.326335861,0.036205932,0.319016781
Unnamed,2012,3.841422044,3.33264041,0.497640532,0.336151951,0.08901431,-0.77815125
Unnamed,2012,2.909020854,0.903089987,0.652165183,0.103803721,0.005143988,0.199572355
Sally Jones Lake,2012,3.217747073,2.276461804,0.587330831,0.243339627,0.054250089,-0.247183569
Wildhorse Creek St 23,2012,3.454997217,2.322219295,0.58150683,0.299902937,0.03685314,-0.475279414
Soldier Creek St 3,2012,3.447313109,2.921686475,0.448219363,0.158362492,0.058083541,-0.211973116
Unnamed (OK 063017),2012,3.497067936,2.515873844,0.628674556,0.28270543,0.114108198,-0.488116639
Unnamed,2012,2.673020907,0.77815125,0.655834757,0.328379603,0,0.802215193
Indian Hills Lake,2012,2.92992956,1.397940009,0.560332975,0.311993656,0.012081494,0.330993219
Fourche Maline Creek Site 4 Reservoir,2012,2.898176483,1.301029996,0.698756362,0.178976947,0,0.330993219
VETERANS LAKE,2012,2.774516966,1.462397998,0.59853721,0.423884581,0.005345422,0.556302501
DUNCAN LAKE,2012,2.923761961,1.672097858,0.566432596,0.265689511,0.003049096,0.391376239
Mann Lake,2012,2.924279286,2.522444234,0.243291442,0.263395637,0.011469787,0.15490196
Moon Reservoir,2012,3.079181246,2.656098202,0.14549448,0.384093555,0.006754244,0.127104798
Sparks Lake,2012,1.924279286,1.819543936,0.38005101,0.545307116,0,0.186494019
Fern Ridge Lake,2012,2.271841607,1.51851394,0.35315154,0.522775589,0.020806309,0.293638736
Phillips Reservoir,2012,2.460897843,1.69019608,0.188076952,0.368531808,0.001210681,0.784379518
Smith Reservoir,2012,1.230448921,1.799340549,0.406279346,0.647961504,0,1.102662342
Lake Edna,2012,2.240549248,1.278753601,0.45076418,0.718091073,0,0
Waldo Lake,2012,1.477121255,1,0.346199235,0.545307116,0,1.324390772
Cooper Creek Reservoir,2012,2.292256071,1.342422681,0.289100991,0.43034926,3.39982E-05,0.87909588
Baca Lake,2012,3.384711743,2.487138375,0.163731803,0.654623894,0.012501683,-0.632023215
Beulah Reservoir,2012,2.542825427,2.100370545,0.229577751,0.378319174,0.000657355,0.61374575
Emigrant Lake,2012,2.330413773,1.414973348,0.193807943,0.498721029,0.000541623,1.027859044
Link Lake,2012,2.281033367,1.602059991,0.356259198,0.356025857,0,0.46363336
Keen Creek Diversion Pond,2012,2.283301229,1.579783597,0.222762235,0.539076099,0,0.708878293
Fish Lake,2012,2.117271296,1.431363764,0.41394017,0.356025857,0,0.979299994
Odell Lake,2012,2.23299611,1.380211242,0.323302027,0.541386816,0,1.307438213
Carter Lake,2012,2.235528447,1.322219295,0.434036321,0.612783857,0,0.616618711
Clemens Log Pond,2012,2.796574333,2.29666519,0.338515661,0.429973686,0.061462348,-0.185752404
Yoncalla Log Pond,2012,2.206825876,1.322219295,0.294388752,0.428134794,0.017968224,0.098643726
Unnamed,2012,2.472756449,1.255272505,0.34327287,0.545307116,0,-0.176091259
Malheur Reservoir,2012,2.762678564,2.460897843,0.156928924,0.30812298,0.003125411,0.568201724
Agate Reservoir,2012,2.614897216,1.716003344,0.239590039,0.475390114,0.008211476,0.708224727
Johnson Lake,2012,3.494988974,2.274157849,0.439825612,0.336550574,0,-0.356547324
Jay Lake,2012,2.390935107,1.491361694,0.316935957,0.532872431,0,0
Cougar Lake,2012,2.320146286,1,0.54054193,0.678518379,0,-0.057991947
Falls Creek Reservoir,2012,1.544068044,1.414973348,0.358917378,0.567515646,4.95222E-05,1.101390615
Horseshoe Lake,2012,1.924279286,0.698970004,0.411028589,0.356025857,0,0.323988317
Raystown Lake,2012,3.100715087,1.414973348,0.939054324,0.223582619,0.029167513,1.001084381
Struble Lake,2012,3.31827208,1.924279286,0.779292899,0.170842577,0.069588925,0.383216752
Laurel Lake,2012,2.92992956,1.556302501,0.676068867,0.260251523,0.024165882,0.602059991
Turners Pond,2012,2.399673721,1.079181246,0.772567079,0.487138375,0.012032573,0.301029996
Beltzville Dam,2012,2.748962861,0.903089987,0.788675592,0.219754822,0.019228144,1.103376055
Stoughton Lake,2012,2.982723388,1.62324929,1.046444222,0.182145215,0.043338104,0.105510185
Van Sciver Lake,2012,2.716837723,1.230448921,0.709211016,0.243065901,0.001324304,0.541301828
Lake Jean,2012,2.432969291,1.041392685,0.839526076,0.228014978,0,0
Horton Lake,2012,2.903632516,1.892094603,0.719125712,0.258718023,0.032205917,0
Kahle Lake,2012,2.869818208,1.568201724,0.994062861,0.167971845,0.068449173,0.408663874
Conneaut Lake,2012,2.492760389,1.146128036,1.007948231,0.197394787,0.043442547,0.810520544
Newton Lake,2012,2.432969291,0.77815125,0.741622439,0.227886705,0.022212196,0.646403726
Gasperoni Lake,2012,2.592176757,1.255272505,0.940552512,0.056904851,0.00313932,0
Pauls Pond,2012,2.892651034,1.72427587,0.750604507,0.342422681,0.015359755,-0.139661993
Eagle Lake,2012,2.478566496,1.176091259,0.769891369,0.487138375,0,0.410174465
Quemahoning Reservoir,2012,2.845718018,0.77815125,1.016368618,0.184848529,0.047082336,0.923761961
Belleville Pond,2012,2.519827994,1.278753601,0.672312457,1.261865578,0.005974645,-0.640978057
Slatersville Reservoirs,2012,2.45331834,1.322219295,0.615518208,0.549290528,0.004039164,0.190331698
Keech Pond,2012,2.482873584,1.322219295,0.624914285,0.622111091,0.002839626,-0.22184875
Flat River Reservoir,2012,2.465382851,1.230448921,0.66331083,0.579242414,0.002956398,-0.08795517
Eppeley Pond,2012,2.832508913,1.568201724,0.68695008,0.385216804,0,-0.106053392
Blackamore Pond,2012,2.775974331,1.397940009,0.677911864,0.587710965,0,0.250863386
Scituate Reservoir,2012,2.766412847,1.681241237,0.642726444,0.556697246,0.004623378,-0.77815125
Peace Dale Reservoir,2012,2.779596491,1.477121255,0.695711461,0.45331834,0.002286576,-0.115393419
Crane Pond,2012,2.892094603,1.653212514,0.786469622,0.350248018,0,0.006160309
Table Rock Reservoir,2012,1.73239376,1.361727836,0.695900622,0.223199244,0.000573743,1.088303286
Unnamed,2012,3.080987047,1.857332496,0.578957425,0.091208677,0.001639193,-0.22184875
Upper Legion Lake,2012,2.923761961,1.792391689,0.592382191,0.15046966,0.003398978,0.006160309
South Pacolet River Reservoir Number One,2012,2.378397901,1.579783597,0.593489078,0.122249063,0.026207426,0.333878907
Bakers Lake,2012,2.698100546,1.51851394,0.61855211,0.230264033,0.008038452,-0.079181246
Collums Millpond,2012,2.478566496,1.113943352,0.616015043,0.173229969,0.004303212,0.064457989
Lake Marion,2012,2.544068044,1.716003344,0.595875049,0.167809923,0.01721255,0.310237997
Unnamed,2012,2.800029359,1.414973348,0.705676186,0.225550536,0.001711634,-0.167491087
Lake Oahe,2012,2.542825427,1.447158031,0.324296034,0.251634451,0.023598779,1.062390099
Richmond Lake,2012,3.286007122,2.851258349,0.420451213,0.292997539,0.082899545,0.336745548
Lake Alice,2012,3.276921132,1.832508913,0.49153418,0.330427159,0.020413297,0.041392685
Unnamed,2012,3.123851641,2.079181246,0.469541987,0.499547174,0.039690788,0.410777233
Long Lake,2012,3.277838333,2.004321374,0.446281807,0.334783055,0.026253561,0.213074825
Enemy Swim Lake,2012,2.838219222,1.633468456,0.495105892,0.268679758,0.015162268,0.492915522
Stockade Lake,2012,2.90579588,1.602059991,0.326683082,0.22634721,0.003434699,0.419129308
Eureka Lake,2012,3.010299957,1.763427994,0.414840865,0.347180405,0.010736078,0.049218023
Brush Lake,2012,3.354108439,2.700703717,0.505976618,0.521138084,0.081521869,0.031408464
Lynn Lake,2012,3.239549721,2.225309282,0.483349866,0.433992358,0.049948357,0.492915522
Lake Isabella,2012,3.589055531,2.212187604,0.486787164,0.393510007,0.043918608,0.079181246
Rehfeldt Slough,2012,3.481729197,2.161368002,0.473822378,0.235528447,0.079598064,-0.43572857
Burbank Lake,2012,3.283753383,2.274157849,0.484439509,0.354801451,0.105655259,-0.814363423
Unnamed,2012,3.350054094,2.592176757,0.245207386,0.240149993,0,0
Unnamed,2012,3.384174139,2.170261715,0.454628348,0.392696953,0,-0.259637311
Unnamed,2012,3.430397591,2.374748346,0.348993537,0.257009972,0,-0.187086643
Unnamed,2012,3.550350672,2.501059262,0.48401518,0.490559765,0.023513288,-0.110698297
Unnamed,2012,3.290479813,2.103803721,0.487498394,0.392696953,0,0
Meiers Lake,2012,3.587037118,2.527629901,0.447285869,0.248804092,0.082053278,-0.139661993
Bedners Dam,2012,3.299725154,2.564666064,0.321401223,0.332021793,0.08327201,-0.026872146
Unnamed,2012,3.265289626,2.484299839,0.394979062,0.267221198,0.004791745,-0.477121255
Unnamed,2012,3.436480695,2.968015714,0.409368007,0.38455129,0,-0.124938737
Unnamed,2012,3.276231958,2.677606953,0.368770673,0.241219794,0.00453563,-0.204119983
Roy Lake,2012,2.892094603,1.698970004,0.483256159,0.420528183,0.00821168,0.325163675
Lake Gardner,2012,2.930439595,1.838849091,0.340697676,0.206131535,0.002203005,-0.22184875
Unnamed,2012,3.404149249,1.602059991,0.451061341,0.330714417,0.031334556,0
Freeman Lake,2012,4.732401802,1.51851394,0.276292143,0.304780255,0.054638688,0.074938279
Unnamed,2012,3.241795431,1.414973348,0.473058003,0.392696953,0,-0.77815125
Roosevelt Lake,2012,3.408918021,2.744292983,0.369677837,0.232143052,0.018166165,0.22184875
Unnamed,2012,3.490660653,2,0.414840865,0.342594297,0.018890828,0
Antelope Lake,2012,3.462547729,2.877371346,0.467377104,0.465551314,0.055286097,0.033423755
Unnamed,2012,3.383994789,1.929418926,0.45233739,0.312135343,0.041241376,0.28254659
Lake Albert,2012,3.25163822,2.78604121,0.556954298,0.33784514,0.06888817,0.056904851
Lake Campbell,2012,3.371806459,2.911690159,0.553034747,0.302068272,0.096519361,-0.477121255
Unnamed,2012,3.136720567,2.553883027,0.381801474,0.267270155,0.020651176,0.056904851
Unnamed,2012,3.043755127,1.857332496,0.483171335,0.475671188,0,-0.477121255
Owen Lake,2012,3.245265839,2.46834733,0.334947173,0.366943267,0.082825869,0.307190304
Unnamed,2012,3.531606632,2.139879086,0.457691346,0.378397901,0.017244726,-0.425968732
Soda Draw,2012,3.192009593,1.851258349,0.279153571,0.270607179,0,-0.204119983
Bullhead Lake,2012,2.960946196,1.556302501,0.485054842,0.373014832,0.007060456,0.316269962
Lake Francis Case,2012,2.537819095,1.62324929,0.32410819,0.252955993,0.024108612,0.419129308
Stone Lake,2012,3.38039216,2.170261715,0.379787206,0.283077653,0.056867578,-0.139661993
Lake Norden,2012,3.329194415,2.62324929,0.483035735,0.505896427,0.085359189,-0.43572857
Grays,2012,3.087781418,2.540329475,0.330644046,0.336459734,0,0.292256071
Elaine Lake,2012,2.996511672,2.113943352,0.725491292,0.152288344,0.051914509,0.178715403
Burgess Falls Lake,2012,3.477265995,2.556302501,0.714292156,0.152386754,0.044040561,0.199572355
South Holston Lake,2012,2.416640507,1.146128036,0.714198931,0.240268362,0.038460831,0.782950133
Unnamed,2012,2.678518379,1.643452676,0.726804514,0.146128036,0,0.041392685
Tailings Pond Number Ten,2012,3.254064453,2.798650645,0.76591867,0.218979245,0.067123289,0.199572355
Lake Windermere,2012,3.041392685,2.08278537,0.745721687,0.075546961,0,0.419129308
